单词,音标,释义,词根
methodical,/mɪ'θɒdɪk(ə)l/,adj. 有系统的；有方法的,-od-
methodology,/meθə'dɒlədʒɪ/,n. 方法学，方法论,-od-
methodological,"/,meθədə'lɒdʒɪkəl/",adj. 方法的，方法论的,-od-
methodologically,"/,meθədə'lɒdʒɪkəli/",adv. 方法学；在方法论上,-od-
methodist,/'meθədɪst/,n. 卫理公会派教徒 adj. 卫理公会教派的,-od-
period,/'pɪərɪəd/,n. 一段时间n. 周期，期间；时期,-od-
periodic,"/,pɪərɪ'ɒdɪk/",adj. 周期的；定期的,-od-
periodical,/pɪərɪ'ɒdɪk(ə)l/,adj. [数] 周期的；定期的 n. 期刊；杂志,-od-
periodically,"/,pɪərɪ'ɒdɪkəlɪ/",adv. 定期地；周期性地,-od-
periodicity,"/,pɪərɪə'dɪsɪtɪ/",n. [数] 周期性；频率；定期性,-od-
odograph,/'əʊdəɡrɑːf/,n. 里程表；[测]记步器,-od-
odometer,/əʊ'dɒmɪtə/,n.（汽车的）里程表,-od-
exodus,/'eksədəs/,n. 大批的离去,-od-
periodontal,"/,perɪə'dɒntəl/",adj. 齿根膜的，牙周的,-od-
periodontist,/piəriə'dɔntist/,n. 牙周病医师；牙周病学家,-od-
periodontitis,"/,periədɔn'taitis/",n. [口腔] 牙周炎,-od-
periodize,/'pɪərɪədaɪz/,vt. 把(绘画、音乐、文学等)划分时期(或时代),-od-
periodization,"/,piəriədai'zeiʃən/",n. [数] 周期化； （历史等的）时期（或时代）划分,-od-
long-period,/'pɪərɪəd/,adj. 长期的,-od-
short-period,/'pɪərɪəd/,adj. 短寿命的；短周期的,-od-
embarrass,/ɪm'bærəs/,vt. 使局促不安；使困窘,-bar- = -bal- = -ban-
embarrassment,/ɪm'bærəsmənt/,n. 尴尬,-bar- = -bal- = -ban-
embarrassed,/ɪm'bærəst/,adj. 尴尬的；难堪的；困窘的,-bar- = -bal- = -ban-
unembarrassed,/ʌnɪm'bærəst/,adj. 不尴尬的,-bar- = -bal- = -ban-
embarrassing,/ɪm'bærəsɪŋ/,adj. 令人尴尬的；令人难堪的,-bar- = -bal- = -ban-
embarrassingly,/ɪm'bærəsɪŋlɪ/,adv. 使人尴尬地；令人难堪地,-bar- = -bal- = -ban-
bar,/bɑː/,v. 摒除；阻挡 n. 条，棒；酒吧；障碍；法庭 vt. 禁止；阻拦,-bar- = -bal- = -ban-
barrier,/'bærɪə/,n. 关卡；障碍,-bar- = -bal- = -ban-
barrier-free,/'bærɪə-friː/,n. 无障碍,-bar- = -bal- = -ban-
balance,/'bæl(ə)ns/,n. 天平 v. 使平衡,-bar- = -bal- = -ban-
balancing,/'bælənsɪŋ/,n. 平衡；结算；调零装置,-bar- = -bal- = -ban-
unbalanced,/ʌn'bælənst/,adj. 不平衡的；错乱的；不稳定的；收支不平衡的，未决算的,-bar- = -bal- = -ban-
well-balanced,/'wel'bælənst/,adj. 匀称的；神智健全的；通情达理的；明智的,-bar- = -bal- = -ban-
off-balance,/'ɔfbæləns/,adj. 不平衡的 adv. 不平衡地,-bar- = -bal- = -ban-
unbalance,/ʌn'bæl(ə)ns/,vt. 使失去平衡；使精神紊乱 n. [力] 失衡；精神错乱,-bar- = -bal- = -ban-
counterbalance,"/'kaʊntə,bæl(ə)ns/",n. 平衡力；自动抵销 vt. 使平衡；抵消,-bar- = -bal- = -ban-
balancer,/'bælənsə/,n. 平衡器；秤称的人；走钢丝者,-bar- = -bal- = -ban-
imbalanced,"/,ɪm'bælənst/",adj. 不平衡的；比例失调的,-bar- = -bal- = -ban-
overbalance,/əʊvə'bæl(ə)ns/,n. 超额；超量；不平衡 vt. 使失去均衡；使过重 vi. 失去平衡,-bar- = -bal- = -ban-
abandon,/ə'bænd(ə)n/,v. 放弃，抛弃,-bar- = -bal- = -ban-
abandoned,/ə'bænd(ə)nd/,adj. 被遗弃的,-bar- = -bal- = -ban-
abandonment,/ə'bændənm(ə)nt/,n. 抛弃；放纵,-bar- = -bal- = -ban-
ban,/bæn/,vt. 禁止,-bar- = -bal- = -ban-
banner,/'bænə/,n. 横幅图片的广告模式；旗帜，横幅，标语,-bar- = -bal- = -ban-
banquet,/'bæŋkwɪt/,n. 宴会,-bar- = -bal- = -ban-
broadband,/'brɔːdbænd/,n. 宽（频）带,-bar- = -bal- = -ban-
barracks,/'bærəks/,n. 兵营，营房；简陋的房子,-bar- = -bal- = -ban-
unbar,/ʌn'bɑː/,vt. 打开；拔去,-bar- = -bal- = -ban-
barred,/bɑːd/,adj. 被禁止的；有条纹的,-bar- = -bal- = -ban-
no-holds-barred,/'nəu'həuldz'bɑ:d/,adj. 无拘无束；没有任何限制的,-bar- = -bal- = -ban-
barricade,"/,bærɪ'keɪd/",n. 街垒；路障,-bar- = -bal- = -ban-
barrel,/'bær(ə)l/,vt. 把……装入桶内 n. 桶；枪管，炮管 vi. 快速移动,-bar- = -bal- = -ban-
barreled,/'bærəld/,adj. 桶装的；有管的,-bar- = -bal- = -ban-
embargo,/em'bɑːgəʊ/,vt. 禁止出入港口；禁止或限制贸易 n. 禁令；禁止；封港令,-bar- = -bal- = -ban-
bartender,/ˈbɑ:tendə(r)/,n.  酒吧间销售酒精饮料的人，酒吧间男招待,-bar- = -bal- = -ban-
barren,/ˈbærən/,adj. 贫瘠的；不结果实的；不孕的；无价值的；n. 荒原，不毛之地,-bar- = -bal- = -ban-
barrage,/ˈbærɑ:ʒ/,n. 拦河坝； 阻塞； 弹幕； 齐射式攻击；vt 以密集火力攻击 （或阻击） ,-bar- = -bal- = -ban-
sidebar,/ˈsaɪdbɑ:(r)/,n. 工具栏；补充报道； （马鞍等的）横挡；花絮,-bar- = -bal- = -ban-
barring,/'bɑːrɪŋ/,prep. 除非；不包括；除…以外,-bar- = -bal- = -ban-
sandbar,/'sændbɑr/,n. 沙洲；沙堤,-bar- = -bal- = -ban-
barbell,/'bɑːbel/,n. 杠铃,-bar- = -bal- = -ban-
crowbar,/'krəʊbɑː/,n. 撬棍；铁橇；起货钩,-bar- = -bal- = -ban-
barroom,/'bɑːruːm/,n. 酒吧间,-bar- = -bal- = -ban-
toolbar,/'tuːlbɑː(r)/,n. 工具栏,-bar- = -bal- = -ban-
barrette,/bæ'ret/,n. 条状发夹,-bar- = -bal- = -ban-
barstool,"/'bɑː,stuːl/",n. 酒吧高脚凳,-bar- = -bal- = -ban-
crossbar,/'krɒsbɑː/,n. 闩，横木；球门的横木,-bar- = -bal- = -ban-
barmaid,/'bɑːmeɪd/,n. 酒吧女侍,-bar- = -bal- = -ban-
barrister,/'bærɪstə/,n. 律师； （加拿大） 出庭律师； （英） （有资格出席高等法庭并辩护的） 专门律师,-bar- = -bal- = -ban-
pork-barrel,/pɔːk-'bær(ə)l/,n. 放猪肉的桶； （为讨好或报答支持者的）政治拨款,-bar- = -bal- = -ban-
barman,/'bɑːmən/,n. 酒吧店主；酒吧间招待员,-bar- = -bal- = -ban-
minibar,/'minibɑ:/,n. 小型条信号发生器,-bar- = -bal- = -ban-
barrel-chested,/'bærəl-tʃestid/,adj. 胸部发达的；胸围宽大的,-bar- = -bal- = -ban-
double-barreled,/'dʌbl'bærəld/,adj.（枪）双管的； （望远镜）双筒的,-bar- = -bal- = -ban-
barrenness,/'bærənnis/,n. 不孕症；不育症；荒芜,-bar- = -bal- = -ban-
taskbar,/'tɑ:skbɑ:/,n. 任务栏，任务条；工作列,-bar- = -bal- = -ban-
barkeep,"/'bɑː,kiːp/",n. （美）酒吧间老板；酒吧间招待 vi. （英）开酒吧；在酒吧当侍者,-bar- = -bal- = -ban-
disbarment,/dis'ba:mənt/,n. [法] 取消律师资格,-bar- = -bal- = -ban-
bar-code,/'bɑ:kəud/,n. 条形码 vt 给…印（或标）上条形码,-bar- = -bal- = -ban-
T-bar,/'ti:bɑ:/,n. 丁字铁；丁字架,-bar- = -bal- = -ban-
four-bar,/fɔː-bɑː/,n. 四连杆组,-bar- = -bal- = -ban-
barre,/bɑː/,n. 扶手杠（装在舞蹈演员练功房内墙上） ； （箱包的）横档,-bar- = -bal- = -ban-
barista,/bə'rɪstə/,n. 咖啡师；咖啡吧员,-bar- = -bal- = -ban-
bar-coded,/'bɑ:kəud/,n. 条形码 vt. 给…印（或标）上条形码,-bar- = -bal- = -ban-
balk,/bɔːlk/,n. 障碍；错误 vt. 阻止；推诿；错过 vi. 犹豫；突然止步不前,-bar- = -bal- = -ban-
balky,/'bɔːlkɪ/,adj. 停蹄不前的；倔强的；不愿干的,-bar- = -bal- = -ban-
balsa,/'bɔːlsə/,n. 一种轻质木材,-bar- = -bal- = -ban-
balkanization,"/,bɔ:lkənai'zeiʃən/",n. 巴尔干化；分割成小国；割据,-bar- = -bal- = -ban-
baluster,/'bæləstə/,n. 栏杆；栏杆的支柱,-bar- = -bal- = -ban-
balkanized,/'bɔ:lkənaiz/,vt. 使分裂成若干对立的小国；使割据 vi. 分割成小国；割据,-bar- = -bal- = -ban-
bank,/bæŋk/,n. 银行；岸；浅滩；储库 vt. 将…存入银行；倾斜转弯 vi. 堆积；倾斜转弯,-bar- = -bal- = -ban-
banker,/'bæŋkə/,n. 银行家；银行业者；掘土工,-bar- = -bal- = -ban-
banking,/'bæŋkɪŋ/,n. 银行业；银行业务；银行家的职业；筑堤,-bar- = -bal- = -ban-
embankment,/ɪm'bæŋkm(ə)nt/,n. 路堤；堤防,-bar- = -bal- = -ban-
riverbank,/'rɪvəbæŋk/,n. 河堤,-bar- = -bal- = -ban-
snowbank,/'snəʊbæŋk/,n. 雪堆；雪堤,-bar- = -bal- = -ban-
bankroll,/'bæŋkrəʊl/,vt. 提供资金；提供财务上的资助 n. 资金；钞票,-bar- = -bal- = -ban-
banknote,/'bæŋknot/,n. 纸币,-bar- = -bal- = -ban-
databank,/'deɪtəbæŋk/,n. 数据库,-bar- = -bal- = -ban-
banked,/bæŋkt/,adj. 有坡面的；堆积的,-bar- = -bal- = -ban-
bankable,/'bæŋkəb(ə)l/,adj. 银行能接受的,-bar- = -bal- = -ban-
interbank,/'ɪntəbæŋk/,n. 同业银行；国际银行 adj. 管排间的；管束间的,-bar- = -bal- = -ban-
mountebank,/'maʊntɪbæŋk/,n. 江湖郎中，骗子 vi. 行骗；走江湖卖假药,-bar- = -bal- = -ban-
nonbank,/'nɔn'bæŋk/,adj. 非银行的；不由银行办理的，与银行无关的,-bar- = -bal- = -ban-
bankbook,"/'bæŋk,bʊk/",n. 银行存折,-bar- = -bal- = -ban-
non-bank,/'nɔn'bæŋk/,adj. 非银行的；不由银行办理的，与银行无关的,-bar- = -bal- = -ban-
banish,/'bænɪʃ/,vt. 放逐；驱逐,-bar- = -bal- = -ban-
banishment,/'bænɪʃmənt/,n. 流放，充军；放逐,-bar- = -bal- = -ban-
banned,/bænd/,adj. 被禁的,-bar- = -bal- = -ban-
banal,/bə'nɑːl/,adj. 陈腐的；平庸的；老一套的,-bar- = -bal- = -ban-
banister,/'bænɪstə/,n. 栏杆的支柱；楼梯的扶栏,-bar- = -bal- = -ban-
contraband,/'kɒntrəbænd/,n. 走私；走私货；战时禁运品 adj. 禁运的；非法买卖的,-bar- = -bal- = -ban-
banality,/bə'nælɪtɪ/,n. 平凡；陈腐；陈词滥调,-bar- = -bal- = -ban-
banning,/'bæniŋ/,n. 禁止；禁令 adj. 禁止的,-bar- = -bal- = -ban-
bannister,/'bænɪstə/,n. 栏杆,-bar- = -bal- = -ban-
banco,/'bæŋko/,n. 银行；牛轭湖；审判官席,-bar- = -bal- = -ban-
via,/ˈvaɪə/,prep. 途经；经由；取道,-vi- = -via-
obviate,/ˈɒbvieɪt/,vt. 避免，消除（贫困、不方便等）,-vi- = -via-
obvious,/'ɔbviəs/,adj. 明显的，显而易见的，显著的,-vi- = -via-
non-obvious,/nɒn-'ɔbviəs/,adj. 不明显的，显著的,-vi- = -via-
obviousness,/'ɑbvɪəs/,n. 显而易见；明显；显著性,-vi- = -via-
obviously,/'ɔbviəsli/,adv. 明显地，显著地,-vi- = -via-
previous,/'priːvɪəs/,adj. 以前的；从前的；先前的,-vi- = -via-
previously,/'priviəsli/,adv. 以前；预先；仓促地,-vi- = -via-
trivia,/ˈtrɪviə/,n. 琐事，不足道的细枝末节； （中世纪大学的）三学科；薄物细故,-vi- = -via-
trivial,/'triviəl/,adj. 平凡的，平常的，不重要的，轻微的，琐细的,-vi- = -via-
nontrivial,/'nɒn'trɪvɪəl/,adj. 非平凡的,-vi- = -via-
trivially,/'trɪvɪəlɪ/,adv. 琐细地；很一般的；无能地；平凡地,-vi- = -via-
triviality,"/,trivi'æləti/",n. 琐事，琐碎，平凡,-vi- = -via-
trivialize,/ˈtrɪviəlaɪz/,vt. <贬>使显得琐碎[不重要、不难等]，轻视,-vi- = -via-
trivialization,/ˌtrɪvɪəlaɪ'zeɪʃn/,n. 平凡化；浅薄化,-vi- = -via-
deviant,/ˈdi:viənt/,n. 不正常的人，异常的人 adj. 不正常的，异常的；离经叛道的,-vi- = -via-
deviate,/'di:vieit/,v. 背离(正道)，偏离,-vi- = -via-
deviation,"/,di:vi'eiʃən/",n. 背离，偏离，偏向，偏差,-vi- = -via-
deviationist,"/,di:vi'eiʃənist/",n. 叛离正道者，(政党的)异端分子,-vi- = -via-
devious,/'di:viəs/,adj. 远离大道的，偏远的，偏僻的，离开正道的,-vi- = -via-
deviously,/'di:vɪəslɪ/,adv. 弯曲地，绕道地,-vi- = -via-
deviance,/'di:vɪəns/,n. 偏常，异常，异常行为,-vi- = -via-
deviancy,/ˈdi:viənsi/,n. 偏常；不正常；偏常性；变异性,-vi- = -via-
deviated,/ˈdi:vieitid/,v. 偏离，越轨 (deviate 的过去式和过去分词 ),-vi- = -via-
viatic,/vai'ætik/,adj. 道路的，旅行的,-vi- = -via-
viameter,/vai'æmitə/,n. 路程计，车程表,-vi- = -via-
viaduct,/'vaiədʌkt/,n. 高架桥，跨线桥，旱桥，栈桥,-vi- = -via-
voyage,/'vɒɪɪdʒ/,n. 航行；航程；旅行记 vi. 航行；航海 vt. 飞过；渡过,-vi- = -via-
voyager,/'vɒɪɪdʒə/,n. 航海者，航行者,-vi- = -via-
voyageur,"/,vwɑ:jɑ:'ʒə:/",n. 加拿大的船夫或樵夫；旅客,-vi- = -via-
convoy,/'kɒnvɒɪ/,n. 护送；护卫；护航队 vt. 护航；护送,-vi- = -via-
envoy,/'envɒɪ/,n. 使者；全权公使,-vi- = -via-
covey,/'kʌvɪ/,n. 一队；一群,-vi- = -via-
convey,/kən'veɪ/,vt. 传达；运输；让与,-vi- = -via-
conveyor,/kən'veɪə/,n. 输送机，[机] 传送机；传送带；运送者，传播者,-vi- = -via-
conveyer,/kən'veɚ/,n. [机] 输送机；运输器,-vi- = -via-
conveyance,/kən'veɪəns/,n. 运输；运输工具；财产让与,-vi- = -via-
way,/weɪ/,n. 方法；道路；方向；行业；习惯 adv. 大大地；远远地 adj. 途中的,-vi- = -via-
away,/ə'weɪ/,adv. 离去，离开；在远处,-vi- = -via-
always,/ˈɔ:lweɪz/,adv. 永远，一直；总是；常常,-vi- = -via-
anyway,/'enɪweɪ/,adv. 无论如何，不管怎样；总之,-vi- = -via-
highway,/'haɪweɪ/,n. 公路，大路；捷径,-vi- = -via-
hallway,/'hɔːlweɪ/,n. 走廊；门厅；玄关,-vi- = -via-
doorway,/'dɔːweɪ/,n. 门口；途径,-vi- = -via-
halfway,/hɑːf'weɪ/,adv. 到一半；在中途 adj. 中途的；不彻底的,-vi- = -via-
driveway,/'draɪvweɪ/,n. （从建筑物，住房，车库等通往大路的）私人车道,-vi- = -via-
subway,/'sʌbweɪ/,n. 地铁；地道 vi. 乘地铁,-vi- = -via-
runway,/'rʌnweɪ/,n. 跑道；河床；滑道,-vi- = -via-
runaway,/'rʌnəweɪ/,adj. 逃亡的；逃走的 n. 逃跑；逃走的人,-vi- = -via-
freeway,/'friːweɪ/,n. 高速公路,-vi- = -via-
pathway,/'pɑːθweɪ/,n. 路，道；途径，路径,-vi- = -via-
underway,/'ʌndə'weɪ/,adj. 进行中的；起步的；航行中的 n. [公路] 水底通道,-vi- = -via-
sideways,/'saɪdweɪz/,adv. 向侧面地；向一旁 adj. 向侧面的；一旁的,-vi- = -via-
railway,/'reɪlweɪ/,n.（英）铁路；轨道；铁道部门 vi. 乘火车旅行,-vi- = -via-
fairway,/'feəweɪ/,n. 航路；水上飞机升降用的水面跑道； （高尔夫球场上的）平坦球道,-vi- = -via-
waterway,/'wɔːtəweɪ/,n. 航道；水路；排水沟,-vi- = -via-
walkway,/'wɔːkweɪ/,n. 通道，[建] 走道,-vi- = -via-
gateway,/'geɪtweɪ/,n. 门；网关；方法；通道；途径,-vi- = -via-
stairway,/'steəweɪ/,n. 阶梯，楼梯,-vi- = -via-
getaway,/'getəweɪ/,n. 逃走；逃跑；短假；适合旅行的地方,-vi- = -via-
roadway,/'rəʊdweɪ/,n. 道路；路面；车行道；铁路的路基,-vi- = -via-
one-way,/'wʌn'weɪ/,adj. 单程的；单行道的；单方面的,-vi- = -via-
two-way,"/,tu:'weɪ/",adj. 双向的；相互的；两路的,-vi- = -via-
scrip,/skrɪp/,n. 便条；纸条；纸片；临时凭证,-script- = -scrib- = -scrip-
scripting,/skriptɪŋ/,v. 为电影（或戏剧等）写剧本( script 的现在分词 ),-script- = -scrib- = -scrip-
scribe,/skraɪb/,n. （印刷术发明之前的）抄写员，抄书吏；作家；划线器,-script- = -scrib- = -scrip-
scribal,/'skraɪbl/,adj. 抄写的；抄写员的,-script- = -scrib- = -scrip-
scriptorium,/skrɪp'tɔːrɪəm/,n. 花床，圆环面；花托，花床，圆环面 ( torus 的名词复数),-script- = -scrib- = -scrip-
script,/skrɪpt/,n.（一种语言的）书写字母；脚本；手迹,-script- = -scrib- = -scrip-
scripted,/ˈskrɪptɪd/,v. 为电影（或戏剧等）写剧本( script 的过去式和过去分词),-script- = -scrib- = -scrip-
subscript,/'sʌbskrɪpt/,adj. 下标的，写在下方的，脚注的 n. 下标，脚注，下角数码,-script- = -scrib- = -scrip-
unscripted,/ʌnˈskrɪptɪd/,adj. 不用稿子的，不用剧本的,-script- = -scrib- = -scrip-
scribble,/ˈskrɪbl/,vt. & vi. 潦草地书写；乱写，胡写；滥写（文学作品等） ； [印，纺]粗梳,-script- = -scrib- = -scrip-
scribbled,/ˈskrɪbəld/,v. 潦草的书写 ( scribble 的过去式和过去分词); 乱画; 草草地写,-script- = -scrib- = -scrip-
scribbling,/'skrɪblɪŋ/,n. 乱涂[写]胡[乱]写的文章[作品],-script- = -scrib- = -scrip-
scribbler,/ˈskrɪblə(r)/,n. 潦草写字的人，三流作家，小文人,-script- = -scrib- = -scrip-
scripture,/'skrɪptʃə/,n. 手稿,-script- = -scrib- = -scrip-
scriptural,/'skrɪptʃərəl/,adj. 圣经的；手稿的；依据圣经的,-script- = -scrib- = -scrip-
scripturally,/'skrɪptʃərəli/,adv. 根据圣经地,-script- = -scrib- = -scrip-
scriptwriter,/'skrɪptraɪtə/,n.（电影的）编剧,-script- = -scrib- = -scrip-
rescript,/'riːskrɪpt/,n. 法令；布告；抄件,-script- = -scrib- = -scrip-
describe,/dɪ'skraɪb/,vt. 描述，形容；描绘,-script- = -scrib- = -scrip-
nondescript,/ˈnɒndɪskrɪpt/,adj. 无明显特征的，难以形容的 n. 难以形容或归类的人或物,-script- = -scrib- = -scrip-
misdescribe,"/,mɪsdɪ'skraɪb/",adj. 错误的描述,-script- = -scrib- = -scrip-
descriptor,/dɪˈskrɪptə(r)/,n. 描述符,-script- = -scrib- = -scrip-
described,/dɪsk'raɪbd/,adj. 被看到的，被发现的,-script- = -scrib- = -scrip-
describer,/dis'kraibə/,n. 描写者；制图者,-script- = -scrib- = -scrip-
description,/dɪ'skrɪpʃ(ə)n/,n. 描述，描写；类型；说明书；记述,-script- = -scrib- = -scrip-
descriptive,/dɪ'skrɪptɪv/,adj. 描写的，叙述的；描写性的,-script- = -scrib- = -scrip-
descriptively,/dɪ'skrɪptɪvli/,adv. 叙述地,-script- = -scrib- = -scrip-
describable,/dɪ'skraɪbəbl/,adj. 可记述的；可描写的,-script- = -scrib- = -scrip-
indescribable,/ɪndɪ'skraɪbəb(ə)l/,adj. 难以形容的；莫名其妙的,-script- = -scrib- = -scrip-
indescribably,"/,ɪndɪ'skraɪbəbli/",adv. 难以形容地，无法描述地,-script- = -scrib- = -scrip-
redescription,/dɪˈskrɪpʃn/,n. 描述; 形容; 种类; 类型,-script- = -scrib- = -scrip-
subscription-based,/səbˈskrɪpʃn-beɪst/,adj. 基于订阅的,-script- = -scrib- = -scrip-
self-described,/'selfdɪskr'aɪbd/,adj. 自我描述的,-script- = -scrib- = -scrip-
self-description,/'selfdɪskr'ɪpʃn/,n. 自描述,-script- = -scrib- = -scrip-
prescribe,/prɪˈskraɪb/,vt. 指定，规定; 指定，规定 vi. 建立规定，法律或指示; 开处方，给医,-script- = -scrib- = -scrip-
prescribed,/prɪ'skraɪbd/,adj. 规定的，法定的,-script- = -scrib- = -scrip-
prescribing,/priˈskraibɪŋ/,v. 开药方( prescribe 的现在分词 ); 指示; 规定; 指定遵守,-script- = -scrib- = -scrip-
prescription,/prɪ'skrɪpʃ(ə)n/,n. 处方,-script- = -scrib- = -scrip-
prescription-only,/prɪ'skrɪpʃ(ə)n-ˈəʊnli/,n. 处方,-script- = -scrib- = -scrip-
prescription-drug,/prɪ'skrɪpʃ(ə)n-drʌg/,n. 处方药,-script- = -scrib- = -scrip-
prescriptive,/prɪˈskrɪptɪv/,adj. 规定的; 指定的; 约定俗成的; 惯例的,-script- = -scrib- = -scrip-
manuscript,/'mænjʊskrɪpt/,n. [图情] 手稿；原稿；手稿 adj. 手写的,-script- = -scrib- = -scrip-
subscribe,/səb'skraɪb/,vt. 签署；赞成；捐助,-script- = -scrib- = -scrip-
subscriber,/səb'skraɪbə(r)/,n. 订户；签署者；捐献者,-script- = -scrib- = -scrip-
subscription,/səb'skrɪpʃ(ə)n/,n. 捐献；订阅；订金；签署,-script- = -scrib- = -scrip-
transcribe,/træn'skraɪb/,vt. 转录；抄写,-script- = -scrib- = -scrip-
transcribed,/trænˈskraɪbd/,v. 转录 transcribe 的过去式和过去分词,-script- = -scrib- = -scrip-
transcriber,/træns'kraibə/,n. [计] 信息转换器；[计] 转录器；誊写员,-script- = -scrib- = -scrip-
transcript,/'trænskrɪpt/,n. 成绩单；抄本，副本,-script- = -scrib- = -scrip-
transcription,/trænˈskrɪpʃn/,n. 抄本; 抄写; 录音; 翻译,-script- = -scrib- = -scrip-
transcriptional,/trænˈskrɪpʃnəl/,n. 转录 adj. 转录的,-script- = -scrib- = -scrip-
transcriptase,/træn'skrɪpteɪz/,n. [生化] 转录酶,-script- = -scrib- = -scrip-
inscribe,/ɪn'skraɪb/,v. 题写，刻写；题献；铭记,-script- = -scrib- = -scrip-
inscribed,/ɪn'skraɪbd/,v. 写，刻( inscribe 的过去式和过去分词); 内接,-script- = -scrib- = -scrip-
inscription,/ɪn'skrɪpʃ(ə)n/,n. 题词；铭文；刻印,-script- = -scrib- = -scrip-
reinscription,/rɪn'skrɪpʃ(ə)n/,n. 重刻铭文；重题题词,-script- = -scrib- = -scrip-
circumscribe,/'sɜːkəmskraɪb/,vt. 外切，外接,-script- = -scrib- = -scrip-
